ALTMAN'S Z-SCORE,,,,
6.56,(CA-CL)/TA,2.415263302,2.820941021,
3.26,RE/TA,1.382878348,1.27086886,
6.72,EBT/TA,0.886564943,0.955051475,
1.05,Book Value Equity/TL,0.775196448,0.671996429,
,,5.45990304,5.718857784,Safe Zone
